date,store_id,product_id,product_name,category,closing_stock,reorder_level,issue_type,severity,recommendation,reason
2025-03-31,5,1382,Kurkure Chips 2,Snacks,321,60,Overstock,Low,Transfer Excess Inventory,Closing stock (321) exceeds overstock threshold (300)
2025-03-31,5,1383,Kurkure Chips 3,Snacks,303,30,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,5,1384,Kurkure Chips 4,Snacks,321,45,Overstock,Low,Transfer Excess Inventory,Closing stock (321) exceeds overstock threshold (300)
2025-03-31,5,1389,Kurkure Chips 9,Snacks,65,84,Understock,Low,Reorder / Receive Inventory,Closing stock (65) below reorder level (84)
2025-03-31,5,1390,Kurkure Chips 10,Snacks,374,77,Overstock,Low,Transfer Excess Inventory,Closing stock (374) exceeds overstock threshold (300)
2025-03-31,5,1391,Kurkure Chips 11,Snacks,355,35,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,5,1395,Kurkure Chips 15,Snacks,311,86,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,5,1396,Kurkure Chips 16,Snacks,370,36,Overstock,Low,Transfer Excess Inventory,Closing stock (370) exceeds overstock threshold (300)
2025-03-31,5,1397,Kurkure Chips 17,Snacks,382,45,Overstock,Low,Transfer Excess Inventory,Closing stock (382) exceeds overstock threshold (300)
2025-03-31,5,1398,Kurkure Chips 18,Snacks,351,22,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,5,1400,Kurkure Chips 20,Snacks,77,92,Understock,Low,Reorder / Receive Inventory,Closing stock (77) below reorder level (92)
2025-03-31,5,1404,Britannia Biscuits 4,Snacks,341,91,Overstock,Low,Transfer Excess Inventory,Closing stock (341) exceeds overstock threshold (300)
2025-03-31,5,1406,Britannia Biscuits 6,Snacks,323,94,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,5,1407,Britannia Biscuits 7,Snacks,353,100,Overstock,Low,Transfer Excess Inventory,Closing stock (353) exceeds overstock threshold (300)
2025-03-31,5,1408,Britannia Biscuits 8,Snacks,322,78,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,5,1430,Parle Biscuits 10,Snacks,371,52,Overstock,Low,Transfer Excess Inventory,Closing stock (371) exceeds overstock threshold (300)
2025-03-31,5,1433,Parle Biscuits 13,Snacks,335,42,Overstock,Low,Transfer Excess Inventory,Closing stock (335) exceeds overstock threshold (300)
2025-03-31,5,1434,Parle Biscuits 14,Snacks,302,88,Overstock,Low,Transfer Excess Inventory,Closing stock (302) exceeds overstock threshold (300)
2025-03-31,5,1436,Parle Biscuits 16,Snacks,326,57,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,5,1437,Parle Biscuits 17,Snacks,348,44,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,5,1441,Tata Tea Tea 1,Beverages,333,88,Overstock,Low,Transfer Excess Inventory,Closing stock (333) exceeds overstock threshold (300)
2025-03-31,5,1442,Tata Tea Tea 2,Beverages,382,96,Overstock,Low,Transfer Excess Inventory,Closing stock (382) exceeds overstock threshold (300)
2025-03-31,5,1447,Tata Tea Tea 7,Beverages,322,22,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,5,1448,Tata Tea Tea 8,Beverages,359,35,Overstock,Low,Transfer Excess Inventory,Closing stock (359) exceeds overstock threshold (300)
2025-03-31,5,1451,Tata Tea Tea 11,Beverages,363,25,Overstock,Low,Transfer Excess Inventory,Closing stock (363) exceeds overstock threshold (300)
2025-03-31,5,1452,Tata Tea Tea 12,Beverages,376,40,Overstock,Low,Transfer Excess Inventory,Closing stock (376) exceeds overstock threshold (300)
2025-03-31,5,1459,Tata Tea Tea 19,Beverages,378,66,Overstock,Low,Transfer Excess Inventory,Closing stock (378) exceeds overstock threshold (300)
2025-03-31,5,1465,Red Label Tea 5,Beverages,74,76,Understock,Low,Reorder / Receive Inventory,Closing stock (74) below reorder level (76)
2025-03-31,5,1469,Red Label Tea 9,Beverages,39,54,Understock,Low,Reorder / Receive Inventory,Closing stock (39) below reorder level (54)
2025-03-31,5,1474,Red Label Tea 14,Beverages,323,74,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,5,1484,Nescafe Coffee 4,Beverages,342,50,Overstock,Low,Transfer Excess Inventory,Closing stock (342) exceeds overstock threshold (300)
2025-03-31,5,1486,Nescafe Coffee 6,Beverages,383,55,Overstock,Low,Transfer Excess Inventory,Closing stock (383) exceeds overstock threshold (300)
2025-03-31,5,1487,Nescafe Coffee 7,Beverages,305,93,Overstock,Low,Transfer Excess Inventory,Closing stock (305) exceeds overstock threshold (300)
2025-03-31,5,1494,Nescafe Coffee 14,Beverages,315,52,Overstock,Low,Transfer Excess Inventory,Closing stock (315) exceeds overstock threshold (300)
2025-03-31,5,1497,Nescafe Coffee 17,Beverages,328,35,Overstock,Low,Transfer Excess Inventory,Closing stock (328) exceeds overstock threshold (300)
2025-03-31,5,1504,Bru Coffee 4,Beverages,48,56,Understock,Low,Reorder / Receive Inventory,Closing stock (48) below reorder level (56)
2025-03-31,5,1522,Dove Soap 2,Personal Care,321,79,Overstock,Low,Transfer Excess Inventory,Closing stock (321) exceeds overstock threshold (300)
2025-03-31,5,1523,Dove Soap 3,Personal Care,344,31,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,5,1525,Dove Soap 5,Personal Care,63,80,Understock,Low,Reorder / Receive Inventory,Closing stock (63) below reorder level (80)
2025-03-31,5,1530,Dove Soap 10,Personal Care,351,92,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,5,1547,Lux Soap 7,Personal Care,39,99,Understock,High,Reorder / Receive Inventory,Closing stock (39) below reorder level (99)
2025-03-31,5,1550,Lux Soap 10,Personal Care,60,81,Understock,Medium,Reorder / Receive Inventory,Closing stock (60) below reorder level (81)
2025-03-31,5,1551,Lux Soap 11,Personal Care,373,85,Overstock,Low,Transfer Excess Inventory,Closing stock (373) exceeds overstock threshold (300)
2025-03-31,5,1556,Lux Soap 16,Personal Care,363,88,Overstock,Low,Transfer Excess Inventory,Closing stock (363) exceeds overstock threshold (300)
2025-03-31,5,1557,Lux Soap 17,Personal Care,329,20,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,5,1558,Lux Soap 18,Personal Care,81,82,Understock,Low,Reorder / Receive Inventory,Closing stock (81) below reorder level (82)
2025-03-31,5,1560,Lux Soap 20,Personal Care,44,64,Understock,Low,Reorder / Receive Inventory,Closing stock (44) below reorder level (64)
2025-03-31,5,1566,Lifebuoy Soap 6,Personal Care,329,39,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,5,1568,Lifebuoy Soap 8,Personal Care,62,85,Understock,Medium,Reorder / Receive Inventory,Closing stock (62) below reorder level (85)
2025-03-31,5,1570,Lifebuoy Soap 10,Personal Care,37,96,Understock,High,Reorder / Receive Inventory,Closing stock (37) below reorder level (96)
2025-03-31,5,1577,Lifebuoy Soap 17,Personal Care,359,98,Overstock,Low,Transfer Excess Inventory,Closing stock (359) exceeds overstock threshold (300)
2025-03-31,5,1580,Lifebuoy Soap 20,Personal Care,326,94,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,5,1581,Clinic Plus Shampoo 1,Personal Care,315,66,Overstock,Low,Transfer Excess Inventory,Closing stock (315) exceeds overstock threshold (300)
2025-03-31,5,1617,Pantene Shampoo 17,Personal Care,334,51,Overstock,Low,Transfer Excess Inventory,Closing stock (334) exceeds overstock threshold (300)
2025-03-31,5,1619,Pantene Shampoo 19,Personal Care,330,32,Overstock,Low,Transfer Excess Inventory,Closing stock (330) exceeds overstock threshold (300)
2025-03-31,5,1621,Head & Shoulders Shampoo 1,Personal Care,306,32,Overstock,Low,Transfer Excess Inventory,Closing stock (306) exceeds overstock threshold (300)
2025-03-31,5,1625,Head & Shoulders Shampoo 5,Personal Care,309,77,Overstock,Low,Transfer Excess Inventory,Closing stock (309) exceeds overstock threshold (300)
2025-03-31,5,1628,Head & Shoulders Shampoo 8,Personal Care,357,21,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,5,1630,Head & Shoulders Shampoo 10,Personal Care,365,38,Overstock,Low,Transfer Excess Inventory,Closing stock (365) exceeds overstock threshold (300)
2025-03-31,5,1633,Head & Shoulders Shampoo 13,Personal Care,343,69,Overstock,Low,Transfer Excess Inventory,Closing stock (343) exceeds overstock threshold (300)
2025-03-31,5,1634,Head & Shoulders Shampoo 14,Personal Care,319,61,Overstock,Low,Transfer Excess Inventory,Closing stock (319) exceeds overstock threshold (300)
2025-03-31,5,1635,Head & Shoulders Shampoo 15,Personal Care,302,20,Overstock,Low,Transfer Excess Inventory,Closing stock (302) exceeds overstock threshold (300)
2025-03-31,5,1636,Head & Shoulders Shampoo 16,Personal Care,373,83,Overstock,Low,Transfer Excess Inventory,Closing stock (373) exceeds overstock threshold (300)
2025-03-31,5,1639,Head & Shoulders Shampoo 19,Personal Care,371,75,Overstock,Low,Transfer Excess Inventory,Closing stock (371) exceeds overstock threshold (300)
2025-03-31,5,1641,Colgate Toothpaste 1,Personal Care,307,53,Overstock,Low,Transfer Excess Inventory,Closing stock (307) exceeds overstock threshold (300)
2025-03-31,5,1644,Colgate Toothpaste 4,Personal Care,72,94,Understock,Medium,Reorder / Receive Inventory,Closing stock (72) below reorder level (94)
2025-03-31,5,1656,Colgate Toothpaste 16,Personal Care,354,45,Overstock,Low,Transfer Excess Inventory,Closing stock (354) exceeds overstock threshold (300)
2025-03-31,5,1659,Colgate Toothpaste 19,Personal Care,366,27,Overstock,Low,Transfer Excess Inventory,Closing stock (366) exceeds overstock threshold (300)
2025-03-31,5,1660,Colgate Toothpaste 20,Personal Care,367,82,Overstock,Low,Transfer Excess Inventory,Closing stock (367) exceeds overstock threshold (300)
2025-03-31,5,1666,Pepsodent Toothpaste 6,Personal Care,301,81,Overstock,Low,Transfer Excess Inventory,Closing stock (301) exceeds overstock threshold (300)
2025-03-31,5,1676,Pepsodent Toothpaste 16,Personal Care,315,46,Overstock,Low,Transfer Excess Inventory,Closing stock (315) exceeds overstock threshold (300)
2025-03-31,5,1677,Pepsodent Toothpaste 17,Personal Care,344,81,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,5,1679,Pepsodent Toothpaste 19,Personal Care,362,76,Overstock,Low,Transfer Excess Inventory,Closing stock (362) exceeds overstock threshold (300)
2025-03-31,5,1682,Surf Excel Detergent 2,Household,371,67,Overstock,Low,Transfer Excess Inventory,Closing stock (371) exceeds overstock threshold (300)
2025-03-31,5,1686,Surf Excel Detergent 6,Household,42,52,Understock,Low,Reorder / Receive Inventory,Closing stock (42) below reorder level (52)
2025-03-31,5,1693,Surf Excel Detergent 13,Household,37,75,Understock,Medium,Reorder / Receive Inventory,Closing stock (37) below reorder level (75)
2025-03-31,5,1694,Surf Excel Detergent 14,Household,337,77,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,5,1696,Surf Excel Detergent 16,Household,338,75,Overstock,Low,Transfer Excess Inventory,Closing stock (338) exceeds overstock threshold (300)
2025-03-31,5,1699,Surf Excel Detergent 19,Household,329,59,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,5,1704,Ariel Detergent 4,Household,341,92,Overstock,Low,Transfer Excess Inventory,Closing stock (341) exceeds overstock threshold (300)
2025-03-31,5,1712,Ariel Detergent 12,Household,67,74,Understock,Low,Reorder / Receive Inventory,Closing stock (67) below reorder level (74)
2025-03-31,5,1713,Ariel Detergent 13,Household,35,52,Understock,Low,Reorder / Receive Inventory,Closing stock (35) below reorder level (52)
2025-03-31,5,1714,Ariel Detergent 14,Household,351,21,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,5,1723,Wheel Detergent 3,Household,349,48,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,5,1724,Wheel Detergent 4,Household,359,32,Overstock,Low,Transfer Excess Inventory,Closing stock (359) exceeds overstock threshold (300)
2025-03-31,5,1726,Wheel Detergent 6,Household,307,42,Overstock,Low,Transfer Excess Inventory,Closing stock (307) exceeds overstock threshold (300)
2025-03-31,5,1731,Wheel Detergent 11,Household,45,54,Understock,Low,Reorder / Receive Inventory,Closing stock (45) below reorder level (54)
2025-03-31,5,1732,Wheel Detergent 12,Household,357,48,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,5,1736,Wheel Detergent 16,Household,53,86,Understock,Medium,Reorder / Receive Inventory,Closing stock (53) below reorder level (86)
2025-03-31,5,1740,Wheel Detergent 20,Household,344,93,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,5,1750,Vim Dishwash 10,Household,356,43,Overstock,Low,Transfer Excess Inventory,Closing stock (356) exceeds overstock threshold (300)
2025-03-31,5,1753,Vim Dishwash 13,Household,356,83,Overstock,Low,Transfer Excess Inventory,Closing stock (356) exceeds overstock threshold (300)
2025-03-31,5,1754,Vim Dishwash 14,Household,354,51,Overstock,Low,Transfer Excess Inventory,Closing stock (354) exceeds overstock threshold (300)
2025-03-31,5,1761,Pril Dishwash 1,Household,304,31,Overstock,Low,Transfer Excess Inventory,Closing stock (304) exceeds overstock threshold (300)
2025-03-31,5,1768,Pril Dishwash 8,Household,42,90,Understock,Medium,Reorder / Receive Inventory,Closing stock (42) below reorder level (90)
2025-03-31,5,1770,Pril Dishwash 10,Household,307,82,Overstock,Low,Transfer Excess Inventory,Closing stock (307) exceeds overstock threshold (300)
2025-03-31,5,1776,Pril Dishwash 16,Household,357,25,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,5,1779,Pril Dishwash 19,Household,376,37,Overstock,Low,Transfer Excess Inventory,Closing stock (376) exceeds overstock threshold (300)
2025-03-31,5,1780,Pril Dishwash 20,Household,345,46,Overstock,Low,Transfer Excess Inventory,Closing stock (345) exceeds overstock threshold (300)
2025-03-31,6,1004,India Gate Rice 4,Grocery,75,96,Understock,Medium,Reorder / Receive Inventory,Closing stock (75) below reorder level (96)
2025-03-31,6,1005,India Gate Rice 5,Grocery,323,79,Overstock,Low,Transfer Excess Inventory,Closing stock (323) exceeds overstock threshold (300)
2025-03-31,6,1007,India Gate Rice 7,Grocery,326,92,Overstock,Low,Transfer Excess Inventory,Closing stock (326) exceeds overstock threshold (300)
2025-03-31,6,1008,India Gate Rice 8,Grocery,355,70,Overstock,Low,Transfer Excess Inventory,Closing stock (355) exceeds overstock threshold (300)
2025-03-31,6,1010,India Gate Rice 10,Grocery,343,31,Overstock,Low,Transfer Excess Inventory,Closing stock (343) exceeds overstock threshold (300)
2025-03-31,6,1016,India Gate Rice 16,Grocery,366,77,Overstock,Low,Transfer Excess Inventory,Closing stock (366) exceeds overstock threshold (300)
2025-03-31,6,1021,Daawat Rice 1,Grocery,62,70,Understock,Low,Reorder / Receive Inventory,Closing stock (62) below reorder level (70)
2025-03-31,6,1025,Daawat Rice 5,Grocery,319,38,Overstock,Low,Transfer Excess Inventory,Closing stock (319) exceeds overstock threshold (300)
2025-03-31,6,1032,Daawat Rice 12,Grocery,345,77,Overstock,Low,Transfer Excess Inventory,Closing stock (345) exceeds overstock threshold (300)
2025-03-31,6,1033,Daawat Rice 13,Grocery,324,24,Overstock,Low,Transfer Excess Inventory,Closing stock (324) exceeds overstock threshold (300)
2025-03-31,6,1034,Daawat Rice 14,Grocery,322,54,Overstock,Low,Transfer Excess Inventory,Closing stock (322) exceeds overstock threshold (300)
2025-03-31,6,1035,Daawat Rice 15,Grocery,339,87,Overstock,Low,Transfer Excess Inventory,Closing stock (339) exceeds overstock threshold (300)
2025-03-31,6,1039,Daawat Rice 19,Grocery,378,84,Overstock,Low,Transfer Excess Inventory,Closing stock (378) exceeds overstock threshold (300)
2025-03-31,6,1042,Fortune Rice 2,Grocery,349,75,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,6,1048,Fortune Rice 8,Grocery,372,23,Overstock,Low,Transfer Excess Inventory,Closing stock (372) exceeds overstock threshold (300)
2025-03-31,6,1049,Fortune Rice 9,Grocery,73,92,Understock,Low,Reorder / Receive Inventory,Closing stock (73) below reorder level (92)
2025-03-31,6,1050,Fortune Rice 10,Grocery,75,86,Understock,Low,Reorder / Receive Inventory,Closing stock (75) below reorder level (86)
2025-03-31,6,1053,Fortune Rice 13,Grocery,362,90,Overstock,Low,Transfer Excess Inventory,Closing stock (362) exceeds overstock threshold (300)
2025-03-31,6,1055,Fortune Rice 15,Grocery,365,34,Overstock,Low,Transfer Excess Inventory,Closing stock (365) exceeds overstock threshold (300)
2025-03-31,6,1060,Fortune Rice 20,Grocery,344,79,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,6,1062,Aashirvaad Atta 2,Grocery,336,36,Overstock,Low,Transfer Excess Inventory,Closing stock (336) exceeds overstock threshold (300)
2025-03-31,6,1065,Aashirvaad Atta 5,Grocery,312,66,Overstock,Low,Transfer Excess Inventory,Closing stock (312) exceeds overstock threshold (300)
2025-03-31,6,1068,Aashirvaad Atta 8,Grocery,362,87,Overstock,Low,Transfer Excess Inventory,Closing stock (362) exceeds overstock threshold (300)
2025-03-31,6,1069,Aashirvaad Atta 9,Grocery,391,55,Overstock,Low,Transfer Excess Inventory,Closing stock (391) exceeds overstock threshold (300)
2025-03-31,6,1077,Aashirvaad Atta 17,Grocery,360,24,Overstock,Low,Transfer Excess Inventory,Closing stock (360) exceeds overstock threshold (300)
2025-03-31,6,1081,Fortune Atta 1,Grocery,365,62,Overstock,Low,Transfer Excess Inventory,Closing stock (365) exceeds overstock threshold (300)
2025-03-31,6,1082,Fortune Atta 2,Grocery,312,25,Overstock,Low,Transfer Excess Inventory,Closing stock (312) exceeds overstock threshold (300)
2025-03-31,6,1085,Fortune Atta 5,Grocery,357,58,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,6,1088,Fortune Atta 8,Grocery,351,29,Overstock,Low,Transfer Excess Inventory,Closing stock (351) exceeds overstock threshold (300)
2025-03-31,6,1092,Fortune Atta 12,Grocery,387,47,Overstock,Low,Transfer Excess Inventory,Closing stock (387) exceeds overstock threshold (300)
2025-03-31,6,1095,Fortune Atta 15,Grocery,337,23,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,6,1098,Fortune Atta 18,Grocery,324,58,Overstock,Low,Transfer Excess Inventory,Closing stock (324) exceeds overstock threshold (300)
2025-03-31,6,1101,Pillsbury Atta 1,Grocery,336,77,Overstock,Low,Transfer Excess Inventory,Closing stock (336) exceeds overstock threshold (300)
2025-03-31,6,1105,Pillsbury Atta 5,Grocery,336,51,Overstock,Low,Transfer Excess Inventory,Closing stock (336) exceeds overstock threshold (300)
2025-03-31,6,1109,Pillsbury Atta 9,Grocery,369,30,Overstock,Low,Transfer Excess Inventory,Closing stock (369) exceeds overstock threshold (300)
2025-03-31,6,1110,Pillsbury Atta 10,Grocery,337,29,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,6,1111,Pillsbury Atta 11,Grocery,365,72,Overstock,Low,Transfer Excess Inventory,Closing stock (365) exceeds overstock threshold (300)
2025-03-31,6,1114,Pillsbury Atta 14,Grocery,348,44,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
2025-03-31,6,1117,Pillsbury Atta 17,Grocery,358,55,Overstock,Low,Transfer Excess Inventory,Closing stock (358) exceeds overstock threshold (300)
2025-03-31,6,1123,Fortune Oil 3,Grocery,357,77,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,6,1129,Fortune Oil 9,Grocery,68,71,Understock,Low,Reorder / Receive Inventory,Closing stock (68) below reorder level (71)
2025-03-31,6,1133,Fortune Oil 13,Grocery,331,40,Overstock,Low,Transfer Excess Inventory,Closing stock (331) exceeds overstock threshold (300)
2025-03-31,6,1135,Fortune Oil 15,Grocery,318,62,Overstock,Low,Transfer Excess Inventory,Closing stock (318) exceeds overstock threshold (300)
2025-03-31,6,1136,Fortune Oil 16,Grocery,367,92,Overstock,Low,Transfer Excess Inventory,Closing stock (367) exceeds overstock threshold (300)
2025-03-31,6,1142,Saffola Oil 2,Grocery,353,83,Overstock,Low,Transfer Excess Inventory,Closing stock (353) exceeds overstock threshold (300)
2025-03-31,6,1144,Saffola Oil 4,Grocery,357,60,Overstock,Low,Transfer Excess Inventory,Closing stock (357) exceeds overstock threshold (300)
2025-03-31,6,1148,Saffola Oil 8,Grocery,303,61,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,6,1152,Saffola Oil 12,Grocery,361,35,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,6,1153,Saffola Oil 13,Grocery,311,53,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,6,1155,Saffola Oil 15,Grocery,329,45,Overstock,Low,Transfer Excess Inventory,Closing stock (329) exceeds overstock threshold (300)
2025-03-31,6,1164,Dhara Oil 4,Grocery,310,52,Overstock,Low,Transfer Excess Inventory,Closing stock (310) exceeds overstock threshold (300)
2025-03-31,6,1167,Dhara Oil 7,Grocery,311,46,Overstock,Low,Transfer Excess Inventory,Closing stock (311) exceeds overstock threshold (300)
2025-03-31,6,1170,Dhara Oil 10,Grocery,338,28,Overstock,Low,Transfer Excess Inventory,Closing stock (338) exceeds overstock threshold (300)
2025-03-31,6,1171,Dhara Oil 11,Grocery,68,89,Understock,Medium,Reorder / Receive Inventory,Closing stock (68) below reorder level (89)
2025-03-31,6,1178,Dhara Oil 18,Grocery,60,96,Understock,Medium,Reorder / Receive Inventory,Closing stock (60) below reorder level (96)
2025-03-31,6,1185,Madhur Sugar 5,Grocery,315,42,Overstock,Low,Transfer Excess Inventory,Closing stock (315) exceeds overstock threshold (300)
2025-03-31,6,1187,Madhur Sugar 7,Grocery,314,65,Overstock,Low,Transfer Excess Inventory,Closing stock (314) exceeds overstock threshold (300)
2025-03-31,6,1190,Madhur Sugar 10,Grocery,327,24,Overstock,Low,Transfer Excess Inventory,Closing stock (327) exceeds overstock threshold (300)
2025-03-31,6,1193,Madhur Sugar 13,Grocery,77,96,Understock,Low,Reorder / Receive Inventory,Closing stock (77) below reorder level (96)
2025-03-31,6,1195,Madhur Sugar 15,Grocery,335,68,Overstock,Low,Transfer Excess Inventory,Closing stock (335) exceeds overstock threshold (300)
2025-03-31,6,1201,Trust Sugar 1,Grocery,361,93,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,6,1206,Trust Sugar 6,Grocery,304,99,Overstock,Low,Transfer Excess Inventory,Closing stock (304) exceeds overstock threshold (300)
2025-03-31,6,1207,Trust Sugar 7,Grocery,337,25,Overstock,Low,Transfer Excess Inventory,Closing stock (337) exceeds overstock threshold (300)
2025-03-31,6,1209,Trust Sugar 9,Grocery,37,54,Understock,Low,Reorder / Receive Inventory,Closing stock (37) below reorder level (54)
2025-03-31,6,1216,Trust Sugar 16,Grocery,44,100,Understock,High,Reorder / Receive Inventory,Closing stock (44) below reorder level (100)
2025-03-31,6,1219,Trust Sugar 19,Grocery,380,97,Overstock,Low,Transfer Excess Inventory,Closing stock (380) exceeds overstock threshold (300)
2025-03-31,6,1222,Organic India Sugar 2,Grocery,349,25,Overstock,Low,Transfer Excess Inventory,Closing stock (349) exceeds overstock threshold (300)
2025-03-31,6,1223,Organic India Sugar 3,Grocery,385,53,Overstock,Low,Transfer Excess Inventory,Closing stock (385) exceeds overstock threshold (300)
2025-03-31,6,1226,Organic India Sugar 6,Grocery,310,81,Overstock,Low,Transfer Excess Inventory,Closing stock (310) exceeds overstock threshold (300)
2025-03-31,6,1229,Organic India Sugar 9,Grocery,303,56,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,6,1230,Organic India Sugar 10,Grocery,343,100,Overstock,Low,Transfer Excess Inventory,Closing stock (343) exceeds overstock threshold (300)
2025-03-31,6,1231,Organic India Sugar 11,Grocery,75,96,Understock,Medium,Reorder / Receive Inventory,Closing stock (75) below reorder level (96)
2025-03-31,6,1236,Organic India Sugar 16,Grocery,314,50,Overstock,Low,Transfer Excess Inventory,Closing stock (314) exceeds overstock threshold (300)
2025-03-31,6,1245,Amul Milk 5,Dairy,353,35,Overstock,Low,Transfer Excess Inventory,Closing stock (353) exceeds overstock threshold (300)
2025-03-31,6,1255,Amul Milk 15,Dairy,361,94,Overstock,Low,Transfer Excess Inventory,Closing stock (361) exceeds overstock threshold (300)
2025-03-31,6,1261,Mother Dairy Milk 1,Dairy,321,77,Overstock,Low,Transfer Excess Inventory,Closing stock (321) exceeds overstock threshold (300)
2025-03-31,6,1264,Mother Dairy Milk 4,Dairy,342,32,Overstock,Low,Transfer Excess Inventory,Closing stock (342) exceeds overstock threshold (300)
2025-03-31,6,1265,Mother Dairy Milk 5,Dairy,307,40,Overstock,Low,Transfer Excess Inventory,Closing stock (307) exceeds overstock threshold (300)
2025-03-31,6,1271,Mother Dairy Milk 11,Dairy,344,56,Overstock,Low,Transfer Excess Inventory,Closing stock (344) exceeds overstock threshold (300)
2025-03-31,6,1276,Mother Dairy Milk 16,Dairy,346,33,Overstock,Low,Transfer Excess Inventory,Closing stock (346) exceeds overstock threshold (300)
2025-03-31,6,1281,Amul Butter 1,Dairy,301,73,Overstock,Low,Transfer Excess Inventory,Closing stock (301) exceeds overstock threshold (300)
2025-03-31,6,1283,Amul Butter 3,Dairy,365,57,Overstock,Low,Transfer Excess Inventory,Closing stock (365) exceeds overstock threshold (300)
2025-03-31,6,1284,Amul Butter 4,Dairy,66,69,Understock,Low,Reorder / Receive Inventory,Closing stock (66) below reorder level (69)
2025-03-31,6,1310,Britannia Butter 10,Dairy,61,99,Understock,Medium,Reorder / Receive Inventory,Closing stock (61) below reorder level (99)
2025-03-31,6,1315,Britannia Butter 15,Dairy,368,85,Overstock,Low,Transfer Excess Inventory,Closing stock (368) exceeds overstock threshold (300)
2025-03-31,6,1324,Amul Cheese 4,Dairy,371,70,Overstock,Low,Transfer Excess Inventory,Closing stock (371) exceeds overstock threshold (300)
2025-03-31,6,1331,Amul Cheese 11,Dairy,346,78,Overstock,Low,Transfer Excess Inventory,Closing stock (346) exceeds overstock threshold (300)
2025-03-31,6,1333,Amul Cheese 13,Dairy,314,72,Overstock,Low,Transfer Excess Inventory,Closing stock (314) exceeds overstock threshold (300)
2025-03-31,6,1337,Amul Cheese 17,Dairy,303,29,Overstock,Low,Transfer Excess Inventory,Closing stock (303) exceeds overstock threshold (300)
2025-03-31,6,1339,Amul Cheese 19,Dairy,341,49,Overstock,Low,Transfer Excess Inventory,Closing stock (341) exceeds overstock threshold (300)
2025-03-31,6,1353,Britannia Cheese 13,Dairy,348,37,Overstock,Low,Transfer Excess Inventory,Closing stock (348) exceeds overstock threshold (300)
